,Name,Price,Percent Off,Link
0,Logitech - MX Vertical Advanced Wireless Optical Ergonomic Mouse with USB and Bluetooth Connection - Graphite,85.99,14.001400140014002,https://www.bestbuy.com/site/logitech-mx-vertical-advanced-wireless-optical-ergonomic-mouse-with-usb-and-bluetooth-connection-graphite/6282602.p?skuId=6282602
1,Logitech - MX Vertical Advanced Wireless Optical Ergonomic Mouse with USB and Bluetooth Connection - Graphite,85.99,14.001400140014002,https://www.bestbuy.com/site/logitech-mx-vertical-advanced-wireless-optical-ergonomic-mouse-with-usb-and-bluetooth-connection-graphite/6282602.p?skuId=6282602
